,art_no,art_name,hierarchy_level2_desc,hierarchy_level3_desc,date_of_day,store_count,sold_qty_units,total_cust_count,low_stock_warning,unit_price_weekly,unit_discount_weekly
32,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-11-26,45,233.0,95,0,0.88,-0.01
1733,4,500g Speciality Pasta,Extras,Dough,2020-11-26,59,410.0,284,0,1.53,-0.01
2389,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-11-26,56,853.0,468,0,1.26,-0.01
1166,5,30g Bio Savoury Spices,Spices,Spices II,2020-11-26,38,72.0,68,0,2.71,-0.01
2510,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-11-26,30,141.0,52,0,0.79,-0.0
114,13,500g Indian Curry,Spices,Spices I,2020-11-26,56,102.0,94,0,8.42,-0.07
417,7,30g Bio Thyme,Spices,Spices II,2020-11-26,51,173.0,171,0,2.88,-0.03
1425,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-11-26,70,756.0,462,0,2.93,-0.03
1916,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-11-26,56,1315.0,655,0,1.87,-0.02
738,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-11-26,55,519.0,387,0,1.2,-0.01
536,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-11-26,40,163.0,65,0,0.74,-0.01
498,9,Spiced Salt for Meat,Spices,Spices I,2020-11-26,6,7.0,7,0,6.39,-0.6
1878,16,500g Spaghetti,Extras,Dough,2020-11-26,62,646.0,353,0,1.83,-0.02
668,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-11-26,20,46.0,42,0,15.43,-0.1
1660,15,500g Penne,Extras,Dough,2020-11-26,58,418.0,269,0,1.83,-0.02
2097,8,40g Chilli Pepper,Spices,Spices I,2020-11-26,5,12.0,12,0,2.47,-0.02
2032,19,190g Chilli Flakes,Spices,Spices I,2020-11-26,19,24.0,22,0,6.7,-0.01
1343,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-11-26,34,160.0,61,0,0.87,-0.02
2204,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-11-26,13,24.0,20,0,3.9,-0.09
867,24,1kg Gnocchi,Extras,Dough,2020-11-26,27,117.0,90,0,2.95,-0.04
2613,22,500g Pasta Rigate,Extras,Dough,2020-11-26,33,308.0,240,0,2.98,-0.01
2530,22,500g Pasta Rigate,Extras,Dough,2020-12-03,36,372.0,275,0,2.98,-0.01
1526,11,200g Green Pepper,Spices,Spices I,2020-12-03,34,55.0,51,0,13.61,-0.08
2073,19,190g Chilli Flakes,Spices,Spices I,2020-12-03,19,28.0,26,0,6.6,0.0
1396,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-12-03,67,640.0,415,0,2.94,-0.01
2156,8,40g Chilli Pepper,Spices,Spices I,2020-12-03,4,4.0,4,0,2.49,0.0
961,21,80g Granulated Onion,Spices,Spices II,2020-12-03,50,139.0,127,0,2.88,-0.01
1643,15,500g Penne,Extras,Dough,2020-12-03,59,414.0,263,0,1.84,-0.01
2316,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-12-03,56,786.0,450,0,1.27,-0.0
172,13,500g Indian Curry,Spices,Spices I,2020-12-03,46,98.0,88,0,8.47,-0.02
1765,4,500g Speciality Pasta,Extras,Dough,2020-12-03,62,438.0,302,0,1.54,-0.0
293,6,80g Bio Pepper Whole,Spices,Spices II,2020-12-03,53,186.0,177,0,3.87,-0.01
1128,12,45g Pasta,Spices,Spices II,2020-12-03,5,21.0,14,0,3.99,0.0
334,7,30g Bio Thyme,Spices,Spices II,2020-12-03,50,204.0,195,0,2.9,-0.01
72,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-12-03,46,273.0,108,0,0.89,-0.0
1917,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-12-03,56,984.0,522,0,1.88,-0.01
933,24,1kg Gnocchi,Extras,Dough,2020-12-03,26,111.0,78,0,2.98,-0.01
2243,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-12-03,13,22.0,19,0,3.82,-0.05
1835,16,500g Spaghetti,Extras,Dough,2020-12-03,61,581.0,352,0,1.84,-0.01
422,9,Spiced Salt for Meat,Spices,Spices I,2020-12-03,7,8.0,8,0,6.23,-0.26
602,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-12-03,34,177.0,56,0,0.75,0.0
1311,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-12-03,30,88.0,50,0,0.89,-0.0
673,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-12-03,23,47.0,39,0,15.6,-0.3
825,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-12-03,56,501.0,410,0,1.21,-0.0
1210,5,30g Bio Savoury Spices,Spices,Spices II,2020-12-03,44,78.0,76,0,2.71,-0.01
2446,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-12-03,45,236.0,99,0,0.46,0.0
1164,5,30g Bio Savoury Spices,Spices,Spices II,2020-12-10,44,105.0,101,0,2.71,-0.01
2587,22,500g Pasta Rigate,Extras,Dough,2020-12-10,36,556.0,437,0,2.98,-0.01
432,9,Spiced Salt for Meat,Spices,Spices I,2020-12-10,6,7.0,7,0,6.42,0.0
395,7,30g Bio Thyme,Spices,Spices II,2020-12-10,55,305.0,294,0,2.89,-0.02
259,6,80g Bio Pepper Whole,Spices,Spices II,2020-12-10,55,284.0,259,0,3.87,-0.01
1908,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-12-10,56,987.0,542,0,1.87,-0.01
1047,21,80g Granulated Onion,Spices,Spices II,2020-12-10,52,209.0,194,0,2.88,-0.01
627,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-12-10,55,610.0,229,0,0.46,0.0
1641,15,500g Penne,Extras,Dough,2020-12-10,66,1584.0,908,0,1.25,-0.6
2425,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-12-10,43,155.0,67,0,0.78,-0.01
860,24,1kg Gnocchi,Extras,Dough,2020-12-10,34,222.0,171,0,2.03,-0.96
2260,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-12-10,8,14.0,14,0,4.1,0.0
58,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-12-10,49,343.0,145,0,0.89,-0.0
1344,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-12-10,44,228.0,99,0,0.89,-0.0
1141,12,45g Pasta,Spices,Spices II,2020-12-10,5,34.0,21,0,3.99,0.0
177,13,500g Indian Curry,Spices,Spices I,2020-12-10,62,121.0,112,0,8.45,-0.02
1528,11,200g Green Pepper,Spices,Spices I,2020-12-10,40,57.0,56,0,13.58,-0.11
657,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-12-10,32,78.0,72,0,15.85,-0.32
1793,16,500g Spaghetti,Extras,Dough,2020-12-10,62,2487.0,1105,0,1.24,-0.61
2025,19,190g Chilli Flakes,Spices,Spices I,2020-12-10,22,33.0,31,0,6.64,-0.01
2395,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-12-10,56,804.0,479,0,1.27,-0.01
754,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-12-10,56,574.0,462,0,1.21,-0.0
2173,8,40g Chilli Pepper,Spices,Spices I,2020-12-10,7,14.0,13,0,2.49,0.0
1701,4,500g Speciality Pasta,Extras,Dough,2020-12-10,64,1492.0,1013,0,1.04,-0.5
1403,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-12-10,68,681.0,442,0,2.93,-0.02
1478,11,200g Green Pepper,Spices,Spices I,2020-12-17,50,101.0,95,0,13.44,-0.25
107,13,500g Indian Curry,Spices,Spices I,2020-12-17,62,167.0,151,0,8.46,-0.02
701,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-12-17,29,75.0,66,0,16.36,-0.02
2439,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-12-17,38,198.0,71,0,0.79,-0.0
2373,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-12-17,57,1136.0,797,0,1.27,-0.0
2616,22,500g Pasta Rigate,Extras,Dough,2020-12-17,37,918.0,706,0,2.98,-0.01
425,9,Spiced Salt for Meat,Spices,Spices I,2020-12-17,11,12.0,12,0,5.97,-0.52
886,24,1kg Gnocchi,Extras,Dough,2020-12-17,36,259.0,207,0,2.99,-0.0
780,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-12-17,57,535.0,456,0,1.21,-0.0
2150,8,40g Chilli Pepper,Spices,Spices I,2020-12-17,6,12.0,12,0,2.49,0.0
1946,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-12-17,55,1291.0,744,0,1.88,-0.01
1086,12,45g Pasta,Spices,Spices II,2020-12-17,3,13.0,11,0,3.99,0.0
256,6,80g Bio Pepper Whole,Spices,Spices II,2020-12-17,56,567.0,536,0,3.87,-0.01
1595,15,500g Penne,Extras,Dough,2020-12-17,62,948.0,635,0,1.84,-0.01
1779,4,500g Speciality Pasta,Extras,Dough,2020-12-17,64,969.0,741,0,1.54,-0.0
344,7,30g Bio Thyme,Spices,Spices II,2020-12-17,54,504.0,493,0,2.9,-0.01
1333,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-12-17,50,242.0,123,0,0.89,-0.0
1428,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-12-17,75,1034.0,674,0,2.94,-0.01
1237,5,30g Bio Savoury Spices,Spices,Spices II,2020-12-17,52,143.0,138,0,2.72,-0.0
1028,21,80g Granulated Onion,Spices,Spices II,2020-12-17,44,192.0,186,0,2.88,-0.01
2016,19,190g Chilli Flakes,Spices,Spices I,2020-12-17,26,43.0,42,0,6.32,-0.01
26,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-12-17,54,578.0,265,0,0.89,-0.0
550,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-12-17,52,399.0,153,0,0.75,-0.0
2272,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-12-17,13,24.0,23,0,3.86,-0.18
1860,16,500g Spaghetti,Extras,Dough,2020-12-17,62,1268.0,703,0,1.85,-0.0
397,7,30g Bio Thyme,Spices,Spices II,2020-12-24,41,146.0,141,0,2.9,-0.01
1096,12,45g Pasta,Spices,Spices II,2020-12-24,2,6.0,5,0,3.99,0.0
818,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-12-24,44,109.0,93,0,1.21,-0.0
514,9,Spiced Salt for Meat,Spices,Spices I,2020-12-24,4,4.0,4,0,6.49,0.0
1588,15,500g Penne,Extras,Dough,2020-12-24,52,323.0,237,0,1.84,-0.01
2486,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-12-24,26,94.0,35,0,0.78,-0.01
2312,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-12-24,52,391.0,273,0,1.27,-0.01
2133,8,40g Chilli Pepper,Spices,Spices I,2020-12-24,5,8.0,8,0,2.49,0.0
1801,16,500g Spaghetti,Extras,Dough,2020-12-24,59,497.0,303,0,1.83,-0.02
686,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-12-24,12,28.0,23,0,15.75,-0.53
2227,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-12-24,3,3.0,3,0,4.19,0.0
1435,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-12-24,56,197.0,140,0,2.94,-0.0
1557,11,200g Green Pepper,Spices,Spices I,2020-12-24,29,37.0,37,0,13.43,-0.26
209,13,500g Indian Curry,Spices,Spices I,2020-12-24,41,68.0,65,0,8.49,0.0
915,24,1kg Gnocchi,Extras,Dough,2020-12-24,30,105.0,91,0,2.98,-0.01
1998,19,190g Chilli Flakes,Spices,Spices I,2020-12-24,19,27.0,26,0,6.54,-0.06
2601,22,500g Pasta Rigate,Extras,Dough,2020-12-24,34,341.0,285,0,2.97,-0.02
1213,5,30g Bio Savoury Spices,Spices,Spices II,2020-12-24,34,55.0,53,0,2.71,-0.01
263,6,80g Bio Pepper Whole,Spices,Spices II,2020-12-24,48,183.0,174,0,3.86,-0.02
944,21,80g Granulated Onion,Spices,Spices II,2020-12-24,19,60.0,58,1,2.88,-0.01
534,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-12-24,44,205.0,85,0,0.75,-0.0
49,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-12-24,34,116.0,64,0,0.88,-0.01
1741,4,500g Speciality Pasta,Extras,Dough,2020-12-24,62,497.0,403,0,1.53,-0.01
1295,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-12-24,34,108.0,58,0,0.89,-0.0
1972,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-12-24,44,250.0,127,0,1.85,-0.03
517,9,Spiced Salt for Meat,Spices,Spices I,2020-12-31,3,3.0,3,1,6.33,0.0
2279,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-12-31,2,2.0,2,1,4.19,0.0
1423,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-12-31,33,105.0,54,0,2.93,-0.0
929,24,1kg Gnocchi,Extras,Dough,2020-12-31,25,66.0,48,0,2.96,-0.03
975,21,80g Granulated Onion,Spices,Spices II,2020-12-31,14,26.0,23,1,2.88,-0.01
409,7,30g Bio Thyme,Spices,Spices II,2020-12-31,27,63.0,62,0,2.9,-0.01
53,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-12-31,29,85.0,38,0,0.89,-0.0
1913,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-12-31,24,80.0,38,0,1.83,-0.06
559,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-12-31,31,90.0,38,0,0.75,-0.0
2115,8,40g Chilli Pepper,Spices,Spices I,2020-12-31,4,9.0,9,0,2.49,0.0
1682,4,500g Speciality Pasta,Extras,Dough,2020-12-31,57,258.0,195,0,1.53,-0.01
631,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-12-31,13,23.0,19,0,16.11,-0.23
2037,19,190g Chilli Flakes,Spices,Spices I,2020-12-31,11,17.0,15,0,6.4,-0.07
1586,15,500g Penne,Extras,Dough,2020-12-31,55,272.0,185,0,1.85,-0.0
138,13,500g Indian Curry,Spices,Spices I,2020-12-31,36,51.0,46,0,8.4,-0.04
1475,11,200g Green Pepper,Spices,Spices I,2020-12-31,20,27.0,25,0,13.69,0.0
1229,5,30g Bio Savoury Spices,Spices,Spices II,2020-12-31,28,40.0,38,0,2.68,-0.04
1814,16,500g Spaghetti,Extras,Dough,2020-12-31,56,447.0,251,0,1.84,-0.01
778,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-12-31,37,71.0,63,0,1.2,-0.01
1305,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-12-31,23,62.0,32,0,0.89,-0.0
2474,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-12-31,26,106.0,34,0,0.69,-0.1
1078,12,45g Pasta,Spices,Spices II,2020-12-31,6,11.0,11,0,3.95,-0.04
246,6,80g Bio Pepper Whole,Spices,Spices II,2020-12-31,37,95.0,92,0,3.88,-0.0
2597,22,500g Pasta Rigate,Extras,Dough,2020-12-31,33,206.0,162,0,2.97,-0.02
2336,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-12-31,50,262.0,151,0,1.26,-0.03
2470,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2021-01-07,25,77.0,31,0,0.79,0.0
1920,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2021-01-07,28,62.0,40,0,1.88,0.0
730,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2021-01-07,11,29.0,27,1,16.03,-0.13
1327,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2021-01-07,29,79.0,42,0,0.89,0.0
1194,5,30g Bio Savoury Spices,Spices,Spices II,2021-01-07,33,67.0,63,0,2.71,-0.01
2345,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2021-01-07,55,350.0,213,0,1.28,-0.0
2604,22,500g Pasta Rigate,Extras,Dough,2021-01-07,35,201.0,153,0,2.98,-0.01
1788,16,500g Spaghetti,Extras,Dough,2021-01-07,60,626.0,335,0,1.84,-0.01
175,13,500g Indian Curry,Spices,Spices I,2021-01-07,42,65.0,60,0,8.38,-0.07
390,7,30g Bio Thyme,Spices,Spices II,2021-01-07,42,127.0,124,0,2.9,-0.01
527,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2021-01-07,33,142.0,47,0,0.75,-0.0
2122,8,40g Chilli Pepper,Spices,Spices I,2021-01-07,3,6.0,5,0,2.46,-0.02
91,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2021-01-07,28,104.0,49,0,0.89,-0.0
1679,4,500g Speciality Pasta,Extras,Dough,2021-01-07,62,321.0,246,0,1.54,-0.0
790,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2021-01-07,40,123.0,86,0,1.21,-0.0
1446,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2021-01-07,37,94.0,59,0,2.95,-0.01
2055,19,190g Chilli Flakes,Spices,Spices I,2021-01-07,13,17.0,17,0,6.43,-0.04
2267,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2021-01-07,6,8.0,8,0,4.16,-0.03
313,6,80g Bio Pepper Whole,Spices,Spices II,2021-01-07,42,128.0,118,0,3.85,-0.03
970,21,80g Granulated Onion,Spices,Spices II,2021-01-07,42,102.0,94,0,2.88,-0.01
1662,15,500g Penne,Extras,Dough,2021-01-07,57,418.0,274,0,1.83,-0.02
516,9,Spiced Salt for Meat,Spices,Spices I,2021-01-07,6,6.0,6,0,6.33,0.0
1089,12,45g Pasta,Spices,Spices II,2021-01-07,3,8.0,8,0,3.99,0.0
908,24,1kg Gnocchi,Extras,Dough,2021-01-07,30,99.0,73,0,2.96,-0.03
1565,11,200g Green Pepper,Spices,Spices I,2021-01-07,17,22.0,22,0,13.69,0.0
2600,22,500g Pasta Rigate,Extras,Dough,2021-01-14,33,230.0,199,0,2.99,-0.0
2473,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2021-01-14,43,275.0,101,0,0.46,0.0
63,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2021-01-14,42,172.0,88,0,0.74,0.0
549,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2021-01-14,45,265.0,104,0,0.46,0.0
1273,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2021-01-14,38,154.0,79,0,0.74,0.0
771,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2021-01-14,47,172.0,116,0,1.2,-0.01
2128,8,40g Chilli Pepper,Spices,Spices I,2021-01-14,5,6.0,6,0,2.49,0.0
1924,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2021-01-14,27,62.0,37,0,1.86,-0.02
1225,5,30g Bio Savoury Spices,Spices,Spices II,2021-01-14,40,73.0,71,0,2.72,-0.0
716,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2021-01-14,15,23.0,21,0,15.85,0.0
982,21,80g Granulated Onion,Spices,Spices II,2021-01-14,48,132.0,126,0,2.89,-0.0
1846,16,500g Spaghetti,Extras,Dough,2021-01-14,61,718.0,412,0,1.85,-0.0
232,6,80g Bio Pepper Whole,Spices,Spices II,2021-01-14,46,146.0,136,0,3.87,-0.01
154,13,500g Indian Curry,Spices,Spices I,2021-01-14,41,66.0,61,0,8.48,-0.01
2268,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2021-01-14,4,5.0,5,0,4.14,-0.05
921,24,1kg Gnocchi,Extras,Dough,2021-01-14,24,101.0,66,0,2.96,-0.03
488,9,Spiced Salt for Meat,Spices,Spices I,2021-01-14,4,4.0,4,0,6.99,0.0
1731,4,500g Speciality Pasta,Extras,Dough,2021-01-14,62,433.0,325,0,1.54,-0.0
2035,19,190g Chilli Flakes,Spices,Spices I,2021-01-14,12,16.0,16,0,6.44,-0.02
329,7,30g Bio Thyme,Spices,Spices II,2021-01-14,44,117.0,115,0,2.91,0.0
1388,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2021-01-14,46,156.0,79,0,2.96,-0.0
1583,15,500g Penne,Extras,Dough,2021-01-14,60,503.0,336,0,1.84,-0.0
2403,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2021-01-14,53,526.0,322,0,0.92,0.0
1513,11,200g Green Pepper,Spices,Spices I,2021-01-14,29,44.0,37,0,13.67,-0.02
1142,12,45g Pasta,Spices,Spices II,2021-01-14,4,15.0,14,0,3.99,0.0
55,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2021-01-21,36,142.0,60,0,0.74,0.0
304,6,80g Bio Pepper Whole,Spices,Spices II,2021-01-21,44,102.0,97,0,3.86,-0.02
926,24,1kg Gnocchi,Extras,Dough,2021-01-21,25,86.0,63,0,2.99,-0.0
2239,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2021-01-21,6,8.0,6,0,4.08,-0.11
2079,19,190g Chilli Flakes,Spices,Spices I,2021-01-21,18,31.0,30,0,6.5,-0.12
1550,11,200g Green Pepper,Spices,Spices I,2021-01-21,21,26.0,25,0,13.69,0.0
1749,4,500g Speciality Pasta,Extras,Dough,2021-01-21,61,337.0,250,0,1.53,-0.01
1943,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2021-01-21,27,62.0,39,0,1.89,0.0
2511,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2021-01-21,22,60.0,27,0,0.78,-0.01
450,9,Spiced Salt for Meat,Spices,Spices I,2021-01-21,2,2.0,2,1,6.99,0.0
1449,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2021-01-21,42,113.0,69,0,2.94,-0.02
1809,16,500g Spaghetti,Extras,Dough,2021-01-21,62,661.0,392,0,1.83,-0.02
152,13,500g Indian Curry,Spices,Spices I,2021-01-21,43,69.0,62,0,8.21,-0.25
626,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2021-01-21,42,244.0,100,0,0.46,0.0
1009,21,80g Granulated Onion,Spices,Spices II,2021-01-21,47,127.0,122,0,2.87,-0.02
2592,22,500g Pasta Rigate,Extras,Dough,2021-01-21,27,153.0,133,0,2.98,-0.01
2160,8,40g Chilli Pepper,Spices,Spices I,2021-01-21,4,7.0,7,0,2.49,0.0
318,7,30g Bio Thyme,Spices,Spices II,2021-01-21,39,87.0,86,0,2.89,-0.02
676,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2021-01-21,14,39.0,28,0,15.89,-0.21
1308,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2021-01-21,41,133.0,69,0,0.74,0.0
1123,12,45g Pasta,Spices,Spices II,2021-01-21,4,8.0,7,0,3.99,0.0
772,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2021-01-21,43,118.0,90,0,1.19,-0.02
2391,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2021-01-21,54,407.0,265,0,1.26,-0.02
1192,5,30g Bio Savoury Spices,Spices,Spices II,2021-01-21,32,51.0,48,0,2.71,-0.01
1612,15,500g Penne,Extras,Dough,2021-01-21,62,432.0,309,0,1.82,-0.02
995,21,80g Granulated Onion,Spices,Spices II,2021-01-28,46,136.0,121,0,2.6,-0.29
814,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2021-01-28,45,160.0,115,0,1.2,-0.01
1080,12,45g Pasta,Spices,Spices II,2021-01-28,6,24.0,23,0,3.59,-0.4
1510,11,200g Green Pepper,Spices,Spices I,2021-01-28,21,32.0,30,0,12.27,-1.42
481,9,Spiced Salt for Meat,Spices,Spices I,2021-01-28,5,5.0,5,0,6.03,-0.56
280,6,80g Bio Pepper Whole,Spices,Spices II,2021-01-28,50,225.0,213,0,3.49,-0.39
1845,16,500g Spaghetti,Extras,Dough,2021-01-28,60,5259.0,2269,0,0.93,-0.0
2555,22,500g Pasta Rigate,Extras,Dough,2021-01-28,23,133.0,99,0,2.98,-0.01
1921,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2021-01-28,31,59.0,46,0,1.86,-0.02
1302,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2021-01-28,28,86.0,41,0,0.88,-0.01
2068,19,190g Chilli Flakes,Spices,Spices I,2021-01-28,17,31.0,31,0,6.18,-0.32
2163,8,40g Chilli Pepper,Spices,Spices I,2021-01-28,5,5.0,5,0,2.24,-0.25
1392,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2021-01-28,43,147.0,94,0,2.94,-0.0
710,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2021-01-28,10,30.0,23,1,16.25,-0.1
1652,15,500g Penne,Extras,Dough,2021-01-28,64,3798.0,2070,0,0.92,-0.0
2199,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2021-01-28,10,13.0,13,0,3.97,-0.03
1729,4,500g Speciality Pasta,Extras,Dough,2021-01-28,63,3790.0,2087,0,0.63,-0.0
585,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2021-01-28,37,134.0,63,0,0.74,-0.01
389,7,30g Bio Thyme,Spices,Spices II,2021-01-28,43,148.0,145,0,2.62,-0.29
1161,5,30g Bio Savoury Spices,Spices,Spices II,2021-01-28,38,82.0,77,0,2.45,-0.27
2494,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2021-01-28,24,66.0,28,0,0.63,-0.16
173,13,500g Indian Curry,Spices,Spices I,2021-01-28,44,78.0,70,0,7.77,-0.65
844,24,1kg Gnocchi,Extras,Dough,2021-01-28,27,107.0,78,0,2.96,-0.03
65,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2021-01-28,34,113.0,53,0,0.89,-0.0
2377,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2021-01-28,56,498.0,319,0,1.27,-0.0
578,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2021-02-04,28,97.0,38,0,0.74,-0.01
1050,12,45g Pasta,Spices,Spices II,2021-02-04,5,8.0,8,0,3.94,-0.05
1714,4,500g Speciality Pasta,Extras,Dough,2021-02-04,63,339.0,242,0,1.5,-0.02
750,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2021-02-04,48,196.0,138,0,1.19,-0.02
480,9,Spiced Salt for Meat,Spices,Spices I,2021-02-04,4,5.0,5,0,6.71,-0.28
1043,21,80g Granulated Onion,Spices,Spices II,2021-02-04,42,124.0,120,0,2.86,-0.03
